Etc/UCT,Deprecated
Etc/Universal,Deprecated
Etc/UTC,Canonical
Etc/Zulu,Deprecated
Europe/Amsterdam,Canonical
Europe/Andorra,Canonical
Europe/Astrakhan,Canonical
Europe/Athens,Canonical
Europe/Belfast,Alias
Europe/Belgrade,Canonical
Europe/Berlin,Canonical
Europe/Bratislava,Alias
Europe/Brussels,Canonical
Europe/Bucharest,Canonical
Europe/Budapest,Canonical
Europe/Busingen,Alias
Europe/Chisinau,Canonical
Europe/Copenhagen,Canonical
Europe/Dublin,Canonical
Europe/Gibraltar,Canonical
Europe/Guernsey,Alias
Europe/Helsinki,Canonical
Europe/Isle_of_Man,Alias
Europe/Istanbul,Canonical
Europe/Jersey,Alias
Europe/Kaliningrad,Canonical
Europe/Kiev,Canonical
Europe/Kirov,Canonical
Europe/Lisbon,Canonical
Europe/Ljubljana,Alias
Europe/London,Canonical
Europe/Luxembourg,Canonical
Europe/Madrid,Canonical
Europe/Malta,Canonical
Europe/Mariehamn,Alias
Europe/Minsk,Canonical
Europe/Monaco,Canonical
Europe/Moscow,Canonical
Europe/Nicosia,Canonical
Europe/Oslo,Canonical
Europe/Paris,Canonical
Europe/Podgorica,Alias
Europe/Prague,Canonical
Europe/Riga,Canonical
Europe/Rome,Canonical
Europe/Samara,Canonical
Europe/San_Marino,Alias
Europe/Sarajevo,Alias
Europe/Saratov,Canonical
Europe/Simferopol,Canonical
Europe/Skopje,Alias
Europe/Sofia,Canonical
Europe/Stockholm,Canonical
Europe/Tallinn,Canonical
Europe/Tirane,Canonical
Europe/Tiraspol,Alias
Europe/Ulyanovsk,Canonical
Europe/Uzhgorod,Canonical
Europe/Vaduz,Alias
Europe/Vatican,Alias
Europe/Vienna,Canonical
Europe/Vilnius,Canonical
Europe/Volgograd,Canonical
Europe/Warsaw,Canonical
Europe/Zagreb,Alias
Europe/Zaporozhye,Canonical
Europe/Zurich,Canonical
GB,Deprecated
GB-Eire,Deprecated
GMT,Alias
GMT+0,Deprecated
GMT0,Deprecated
GMT−0,Deprecated
Greenwich,Deprecated
Hongkong,Deprecated
HST,Deprecated
Iceland,Deprecated
Indian/Antananarivo,Alias
Indian/Chagos,Canonical
Indian/Christmas,Canonical
Indian/Cocos,Canonical
Indian/Comoro,Alias
Indian/Kerguelen,Canonical
Indian/Mahe,Canonical
Indian/Maldives,Canonical
Indian/Mauritius,Canonical
Indian/Mayotte,Alias
Indian/Reunion,Canonical
Iran,Deprecated
Israel,Deprecated
Jamaica,Deprecated
Japan,Deprecated
Kwajalein,Deprecated
Libya,Deprecated
MET,Deprecated
Mexico/BajaNorte,Deprecated
Mexico/BajaSur,Deprecated
Mexico/General,Deprecated
MST,Deprecated
MST7MDT,Deprecated
Navajo,Deprecated
NZ,Deprecated
NZ-CHAT,Deprecated
Pacific/Apia,Canonical
Pacific/Auckland,Canonical
Pacific/Bougainville,Canonical
Pacific/Chatham,Canonical
Pacific/Chuuk,Canonical
Pacific/Easter,Canonical
Pacific/Efate,Canonical
Pacific/Enderbury,Canonical
Pacific/Fakaofo,Canonical
Pacific/Fiji,Canonical
Pacific/Funafuti,Canonical
Pacific/Galapagos,Canonical
Pacific/Gambier,Canonical
Pacific/Guadalcanal,Canonical
Pacific/Guam,Canonical
Pacific/Honolulu,Canonical
Pacific/Johnston,Alias
Pacific/Kiritimati,Canonical
Pacific/Kosrae,Canonical
Pacific/Kwajalein,Canonical
Pacific/Majuro,Canonical
Pacific/Marquesas,Canonical
Pacific/Midway,Alias
Pacific/Nauru,Canonical
Pacific/Niue,Canonical
Pacific/Norfolk,Canonical
Pacific/Noumea,Canonical
Pacific/Pago_Pago,Canonical
Pacific/Palau,Canonical
Pacific/Pitcairn,Canonical
Pacific/Pohnpei,Canonical
Pacific/Ponape,Alias
Pacific/Port_Moresby,Canonical
Pacific/Rarotonga,Canonical
Pacific/Saipan,Alias
Pacific/Samoa,Alias
Pacific/Tahiti,Canonical
Pacific/Tarawa,Canonical
Pacific/Tongatapu,Canonical
Pacific/Truk,Alias
Pacific/Wake,Canonical
Pacific/Wallis,Canonical
Pacific/Yap,Alias
Poland,Deprecated
Portugal,Deprecated
PRC,Deprecated
PST8PDT,Deprecated
ROC,Deprecated
ROK,Deprecated
Singapore,Deprecated
Turkey,Deprecated
UCT,Deprecated
Universal,Deprecated
US/Alaska,Deprecated
US/Aleutian,Deprecated
US/Arizona,Deprecated
US/Central,Deprecated
US/Eastern,Deprecated
US/East-Indiana,Deprecated
US/Hawaii,Deprecated
US/Indiana-Starke,Deprecated
US/Michigan,Deprecated
US/Mountain,Deprecated
US/Pacific,Deprecated
US/Pacific-New,Deprecated
US/Samoa,Deprecated
UTC,Alias
WET,Deprecated
W-SU,Deprecated
Zulu,Deprecated
